동,아파트,건축년도,매수자,해제사유발생일,해제여부,거래금액,일,월,년,거래유형,estateAgentSggNm,전용면적,층,지번,landLeaseholdGbn,등기일자,지역코드,매도자,법정동,시군구
,홍제센트럴IPARK,2020,개인,25.05.07,O,"122,000",14,4,2025,중개거래,서울 서대문구,84.9356,12,473,N,,11410,개인,홍제동,서울특별시 서대문구
,홍제한양,1993,개인,25.05.01,O,"71,000",19,4,2025,중개거래,서울 서대문구,60.06,14,82,N,,11410,개인,홍제동,서울특별시 서대문구
105,연희파크푸르지오,2018,개인,,,"105,000",9,4,2025,중개거래,"서울 마포구, 서울 서대문구",84.8003,16,747,N,25.07.10,11410,개인,연희동,서울특별시 서대문구
,신촌자이엘라,2014,개인,,,"28,000",9,4,2025,중개거래,"서울 노원구, 서울 마포구",24.7,20,104-36,N,25.07.25,11410,개인,대현동,서울특별시 서대문구
109,신촌럭키,1999,개인,,,"108,500",16,4,2025,중개거래,서울 서대문구,83.38,7,144,N,25.07.01,11410,개인,대현동,서울특별시 서대문구
104,힐스테이트홍은포레스트,2023,개인,,,"97,000",20,4,2025,중개거래,"서울 서대문구, 서울 은평구",72.97,4,470,N,25.06.05,11410,개인,홍은동,서울특별시 서대문구
가,인왕궁맨숀,1974,개인,,,"44,800",23,4,2025,직거래,,80.86,6,104-6,N,25.04.29,11410,개인,홍제동,서울특별시 서대문구
108,DMC래미안클라시스,2000,개인,,,"80,500",13,4,2025,중개거래,서울 서대문구,59.93,17,377,N,25.06.27,11410,개인,남가좌동,서울특별시 서대문구
103,동원베네스트,2012,개인,,,"70,800",25,4,2025,중개거래,서울 서대문구,84.9573,6,463,N,25.08.22,11410,개인,홍은동,서울특별시 서대문구
,신촌자이엘라,2014,개인,,,"28,000",26,4,2025,중개거래,"서울 마포구, 서울 서대문구",24.7,16,104-36,N,25.04.30,11410,개인,대현동,서울특별시 서대문구
,창덕에버빌,1998,개인,,,"76,000",16,4,2025,중개거래,서울 서대문구,99.57,8,105-1,N,25.09.08,11410,개인,남가좌동,서울특별시 서대문구
108,남가좌동현대,1999,개인,,,"74,000",21,4,2025,중개거래,"서울 서대문구, 인천 서구",59.4,13,376,N,25.07.25,11410,개인,남가좌동,서울특별시 서대문구
103,홍제원현대(459-0),2000,개인,,,"91,000",25,4,2025,중개거래,서울 서대문구,114.72,1,459,N,25.06.18,11410,개인,홍제동,서울특별시 서대문구
105,홍제현대,1992,개인,,,"88,800",10,4,2025,중개거래,서울 서대문구,83.05,8,331,N,25.06.10,11410,개인,홍제동,서울특별시 서대문구
103,두산,1997,개인,,,"68,500",19,4,2025,중개거래,서울 서대문구,84.84,4,456,N,25.06.13,11410,개인,홍은동,서울특별시 서대문구
,창덕에버빌,1998,개인,,,"64,000",16,4,2025,중개거래,서울 서대문구,80.33,16,105-1,N,25.06.30,11410,개인,남가좌동,서울특별시 서대문구
113,청구1차,1994,개인,,,"89,500",23,4,2025,중개거래,서울 서대문구,84.78,8,453,N,25.07.16,11410,개인,홍제동,서울특별시 서대문구
107,e편한세상신촌1단지,2018,개인,,,"146,500",19,4,2025,중개거래,서울 마포구,59.85,5,1013,N,25.07.21,11410,개인,북아현동,서울특별시 서대문구
102,임광,1999,개인,,,"76,000",26,4,2025,중개거래,서울 서대문구,59.96,17,738,N,25.09.01,11410,개인,연희동,서울특별시 서대문구
,연희자이엘라,2014,개인,,,"15,800",26,4,2025,중개거래,서울 서대문구,13.642,9,745,N,25.05.02,11410,개인,연희동,서울특별시 서대문구
108,독립문삼호,1995,개인,,,"105,500",22,4,2025,중개거래,경기 성남시 분당구,84.78,12,100,N,25.06.19,11410,개인,영천동,서울특별시 서대문구
104,신촌럭키,1999,개인,,,"120,000",26,4,2025,중개거래,서울 서대문구,121.6,2,144,N,25.07.10,11410,개인,대현동,서울특별시 서대문구
106,e편한세상신촌1단지,2018,개인,,,"165,000",26,4,2025,중개거래,서울 서대문구,84.98,17,1013,N,25.08.06,11410,개인,북아현동,서울특별시 서대문구
,그린빌,2003,개인,,,"117,200",21,4,2025,중개거래,서울 서대문구,97.03,1,1-122,N,25.07.29,11410,개인,북아현동,서울특별시 서대문구
203,e편한세상신촌2단지,2018,개인,,,"178,000",16,4,2025,중개거래,서울 서대문구,84.98,21,1013,N,25.08.28,11410,개인,북아현동,서울특별시 서대문구
107,e편한세상신촌1단지,2018,개인,,,"146,000",26,4,2025,중개거래,서울 서대문구,59.85,3,1013,N,25.08.06,11410,개인,북아현동,서울특별시 서대문구
110,DMC에코자이,2019,개인,,,"105,000",26,4,2025,중개거래,서울 서대문구,59.79,4,389,N,25.07.30,11410,개인,남가좌동,서울특별시 서대문구
107,DMC파크뷰자이1단지,2015,개인,,,"139,000",12,4,2025,중개거래,서울 서대문구,84.968,10,385,N,25.05.14,11410,개인,남가좌동,서울특별시 서대문구
101,문화촌현대,2002,개인,,,"64,000",23,4,2025,중개거래,서울 서대문구,59.94,13,463,N,25.07.30,11410,개인,홍제동,서울특별시 서대문구
110,홍제원현대(459-0),2000,개인,,,"74,000",26,4,2025,중개거래,서울 서대문구,59.93,13,459,N,25.07.18,11410,개인,홍제동,서울특별시 서대문구
,DMC금호리첸시아,2024,개인,25.04.26,O,"127,500",25,4,2025,중개거래,서울 서대문구,84.9901,28,396,N,,11410,개인,남가좌동,서울특별시 서대문구
113,DMC센트럴아이파크,2018,개인,,,"119,000",19,4,2025,중개거래,서울 은평구,84.9,12,388,N,25.06.12,11410,개인,남가좌동,서울특별시 서대문구
302,청구3차,2001,개인,,,"59,300",25,4,2025,중개거래,서울 서대문구,59.4,3,462,N,25.04.25,11410,개인,홍제동,서울특별시 서대문구
107,서대문푸르지오센트럴파크,2022,개인,,,"124,500",15,4,2025,중개거래,"서울 서대문구, 서울 중구",59.94,12,478,N,25.07.14,11410,개인,홍제동,서울특별시 서대문구
,창덕에버빌,1998,개인,,,"59,000",25,4,2025,중개거래,서울 서대문구,80.33,10,105-1,N,25.06.19,11410,개인,남가좌동,서울특별시 서대문구
106,홍제역해링턴플레이스,2024,개인,,,"113,000",17,4,2025,중개거래,서울 서대문구,59.93,5,474,N,26.01.06,11410,개인,홍제동,서울특별시 서대문구
104,북가좌삼호,1996,개인,,,"77,000",11,4,2025,중개거래,서울 서대문구,75.75,15,449,N,25.06.30,11410,개인,북가좌동,서울특별시 서대문구
213,돈의문센트레빌,2011,개인,,,"111,000",5,4,2025,중개거래,서울 서대문구,59.98,2,261,N,25.07.31,11410,개인,냉천동,서울특별시 서대문구
,제니스뷰아파트,2022,개인,,,"68,000",14,4,2025,중개거래,서울 서대문구,69.65,7,196-26,N,25.08.22,11410,개인,홍제동,서울특별시 서대문구
106,DMC파크뷰자이1단지,2015,개인,,,"119,400",15,4,2025,중개거래,서울 서대문구,59.981,13,385,N,25.07.28,11410,개인,남가좌동,서울특별시 서대문구
,DMC센트럴아이파크,2018,개인,25.05.19,O,"100,000",14,4,2025,중개거래,서울 서대문구,59.99,11,388,N,,11410,개인,남가좌동,서울특별시 서대문구
103,홍제삼성래미안,2001,개인,,,"68,500",22,4,2025,중개거래,서울 서대문구,60,7,461,N,25.08.12,11410,개인,홍제동,서울특별시 서대문구
205,e편한세상신촌2단지,2018,개인,,,"178,000",5,4,2025,중개거래,서울 서대문구,84.95,10,1013,N,25.07.29,11410,개인,북아현동,서울특별시 서대문구
128,DMC파크뷰자이1단지,2015,개인,,,"132,000",18,4,2025,중개거래,서울 서대문구,84.971,14,385,N,25.06.30,11410,개인,남가좌동,서울특별시 서대문구
101,힐스테이트신촌,2020,개인,,,"156,000",11,4,2025,중개거래,서울 서대문구,84.9557,5,1017,N,25.07.03,11410,개인,북아현동,서울특별시 서대문구
,남가좌동현대,1999,개인,25.06.11,O,"74,000",19,4,2025,중개거래,"서울 마포구, 서울 서대문구",59.4,10,376,N,,11410,개인,남가좌동,서울특별시 서대문구
201,e편한세상신촌2단지,2018,개인,,,"175,000",23,4,2025,중개거래,"서울 마포구, 서울 서대문구",84.93,4,1013,N,25.07.02,11410,개인,북아현동,서울특별시 서대문구
101,인왕산어울림,2006,개인,,,"110,000",23,4,2025,중개거래,서울 서대문구,120.34,13,467,N,25.07.01,11410,개인,홍제동,서울특별시 서대문구
,홍제한양,1993,개인,,,"69,000",15,4,2025,중개거래,서울 서대문구,60.06,5,82,N,,11410,개인,홍제동,서울특별시 서대문구
301,청구3차,2001,개인,,,"81,000",7,4,2025,중개거래,서울 서대문구,84.96,9,462,N,25.06.26,11410,개인,홍제동,서울특별시 서대문구
102,e편한세상신촌1단지,2018,개인,,,"157,000",8,4,2025,중개거래,서울 서대문구,59.85,19,1013,N,25.07.25,11410,개인,북아현동,서울특별시 서대문구
109,홍제역해링턴플레이스,2024,개인,,,"132,500",19,4,2025,중개거래,"서울 마포구, 서울 서대문구",84.95,6,474,N,25.07.30,11410,개인,홍제동,서울특별시 서대문구
101,DMC에코자이,2019,개인,,,"108,500",10,4,2025,중개거래,서울 서대문구,59.79,6,389,N,25.06.10,11410,개인,남가좌동,서울특별시 서대문구
5동,인왕,1968,개인,,,"56,000",8,4,2025,중개거래,서울 서초구,56.66,3,104-1,N,25.05.16,11410,개인,홍제동,서울특별시 서대문구
109,DMC래미안e편한세상,2012,개인,,,"132,500",8,4,2025,중개거래,서울 서대문구,84.95,15,481,N,25.07.04,11410,개인,북가좌동,서울특별시 서대문구
206,DMC파크뷰자이2단지,2015,개인,,,"114,000",13,4,2025,중개거래,서울 서대문구,59.981,2,385,N,25.07.14,11410,개인,남가좌동,서울특별시 서대문구
,홍제센트럴IPARK,2020,개인,,,"123,000",19,4,2025,중개거래,서울 서대문구,84.9644,13,473,N,,11410,개인,홍제동,서울특별시 서대문구
102,문화촌현대,2002,개인,,,"77,500",21,4,2025,중개거래,서울 서대문구,84.99,9,463,N,25.07.04,11410,개인,홍제동,서울특별시 서대문구
209,돈의문센트레빌,2011,개인,,,"147,000",5,4,2025,중개거래,서울 서대문구,84.99,14,261,N,25.07.10,11410,개인,냉천동,서울특별시 서대문구
,돈의문센트레빌,2011,개인,25.06.05,O,"115,500",5,4,2025,중개거래,서울 서대문구,59.98,5,261,N,,11410,개인,냉천동,서울특별시 서대문구
102,독립문삼호,1995,개인,,,"100,000",8,4,2025,중개거래,서울 서대문구,75.66,12,100,N,25.07.11,11410,개인,영천동,서울특별시 서대문구
214,돈의문센트레빌,2011,개인,,,"112,000",8,4,2025,중개거래,서울 서대문구,59.98,3,261,N,25.05.12,11410,개인,냉천동,서울특별시 서대문구
101,홍제삼성래미안,2001,개인,,,"88,000",19,4,2025,중개거래,서울 서대문구,84.33,8,461,N,25.08.22,11410,개인,홍제동,서울특별시 서대문구
103,DMC아이파크,2009,개인,,,"99,500",19,4,2025,중개거래,서울 서대문구,84.93,10,458,N,25.06.30,11410,개인,북가좌동,서울특별시 서대문구
109,홍은동벽산,1997,개인,,,"59,800",19,4,2025,중개거래,서울 서대문구,58.64,4,455,N,25.07.30,11410,개인,홍은동,서울특별시 서대문구
102,두산,1999,개인,,,"89,500",7,4,2025,중개거래,서울 서대문구,59.96,14,1009,N,25.06.30,11410,개인,북아현동,서울특별시 서대문구
104,홍제한양,1993,개인,,,"73,500",12,4,2025,중개거래,서울 서대문구,60.06,12,82,N,25.07.25,11410,개인,홍제동,서울특별시 서대문구
1단지 101,홍은센트레빌,2009,개인,,,"82,000",12,4,2025,중개거래,"서울 서대문구, 서울 성동구",84.84,13,461,N,25.07.02,11410,개인,홍은동,서울특별시 서대문구
106,홍제삼성래미안,2001,개인,,,"50,000",16,4,2025,중개거래,서울 서대문구,32.76,11,461,N,25.06.27,11410,개인,홍제동,서울특별시 서대문구
101,제일아파트,2015,개인,,,"72,000",5,4,2025,중개거래,서울 서대문구,84.12,6,470,N,25.06.20,11410,개인,홍제동,서울특별시 서대문구
106,홍제삼성래미안,2001,개인,,,"50,000",20,4,2025,중개거래,서울 서대문구,32.76,6,461,N,25.07.17,11410,개인,홍제동,서울특별시 서대문구
201,청구2차,1997,개인,,,"73,500",5,4,2025,중개거래,서울 서대문구,59.89,4,453-1,N,25.08.22,11410,개인,홍제동,서울특별시 서대문구
106,e편한세상홍제가든플라츠,2023,개인,,,"95,000",5,4,2025,중개거래,서울 서대문구,59.986,18,469,N,25.06.20,11410,개인,홍은동,서울특별시 서대문구
104,극동,1995,개인,,,"50,000",19,4,2025,중개거래,서울 서대문구,84.92,11,454,N,25.06.16,11410,개인,홍은동,서울특별시 서대문구
104,대우푸르지오,2002,개인,,,"88,000",15,4,2025,중개거래,서울 서대문구,84.706,2,739,N,25.10.17,11410,개인,연희동,서울특별시 서대문구
107,남가좌동현대,1999,개인,,,"70,300",4,4,2025,중개거래,서울 서대문구,59.4,8,376,N,25.06.30,11410,개인,남가좌동,서울특별시 서대문구
107,e편한세상신촌1단지,2018,개인,,,"142,000",10,4,2025,중개거래,서울 서대문구,59.85,18,1013,N,25.05.27,11410,법인,북아현동,서울특별시 서대문구
305,e편한세상신촌3단지,2018,개인,,,"152,000",17,4,2025,중개거래,서울 서대문구,59.97,9,1013,N,25.06.27,11410,개인,북아현동,서울특별시 서대문구
101,무악재한화,2001,개인,,,"90,000",21,4,2025,직거래,,84.28,2,464,N,25.04.21,11410,개인,홍제동,서울특별시 서대문구
111,DMC래미안클라시스,2000,개인,,,"84,000",18,4,2025,중개거래,서울 서대문구,59.93,14,377,N,25.06.10,11410,개인,남가좌동,서울특별시 서대문구
104,DMC금호리첸시아,2024,개인,,,"105,000",20,4,2025,중개거래,서울 서대문구,59.9772,5,396,N,25.06.30,11410,개인,남가좌동,서울특별시 서대문구
104,홍제한양,1993,개인,,,"65,000",7,4,2025,중개거래,서울 서대문구,60.06,1,82,N,25.06.25,11410,개인,홍제동,서울특별시 서대문구
101,힐스테이트신촌,2020,개인,,,"133,000",11,4,2025,중개거래,"서울 마포구, 서울 서대문구",59.8404,7,1017,N,25.06.13,11410,개인,북아현동,서울특별시 서대문구
103,힐스테이트신촌,2020,개인,,,"134,500",19,4,2025,중개거래,서울 서대문구,59.8404,4,1017,N,25.08.12,11410,개인,북아현동,서울특별시 서대문구
,DMC래미안클라시스,2000,개인,25.04.21,O,"84,000",18,4,2025,중개거래,서울 서대문구,59.93,14,377,N,,11410,개인,남가좌동,서울특별시 서대문구
107,독립문극동(200-0),1998,개인,,,"112,000",16,4,2025,중개거래,서울 서대문구,84.87,5,200,N,25.08.13,11410,개인,현저동,서울특별시 서대문구
109,DMC에코자이,2019,개인,,,"127,500",17,4,2025,중개거래,서울 서대문구,84.978,14,389,N,25.06.25,11410,개인,남가좌동,서울특별시 서대문구
103,독립문삼호,1995,개인,,,"130,000",18,4,2025,중개거래,서울 서대문구,114.63,8,100,N,25.07.11,11410,개인,영천동,서울특별시 서대문구
301,DMC래미안e편한세상,2012,개인,,,"144,000",2,4,2025,중개거래,서울 서대문구,120.95,25,481,N,25.06.20,11410,개인,북가좌동,서울특별시 서대문구
,신촌럭키,1999,개인,,,"100,000",5,4,2025,직거래,,83.38,9,144,N,,11410,개인,대현동,서울특별시 서대문구
204,DMC래미안e편한세상,2012,개인,,,"104,300",14,4,2025,중개거래,서울 서대문구,59.97,10,481,N,25.07.17,11410,개인,북가좌동,서울특별시 서대문구
,신촌럭키,1999,개인,,,"100,000",5,4,2025,직거래,,83.38,13,144,N,,11410,개인,대현동,서울특별시 서대문구
,동평늘푸른,2005,개인,,,"45,000",11,4,2025,중개거래,서울 서대문구,84.56,7,265-281,N,25.06.18,11410,개인,홍은동,서울특별시 서대문구
102,청구1차,1994,개인,,,"88,500",6,4,2025,중개거래,"서울 강동구, 서울 서대문구",84.78,15,453,N,25.07.28,11410,개인,홍제동,서울특별시 서대문구
106,DMC에코자이,2019,개인,,,"117,500",17,4,2025,중개거래,"서울 서대문구, 서울 서초구",72.845,6,389,N,25.06.30,11410,개인,남가좌동,서울특별시 서대문구
115,DMC파크뷰자이1단지,2015,개인,,,"137,500",9,4,2025,중개거래,서울 서대문구,84.971,21,385,N,25.06.10,11410,개인,남가좌동,서울특별시 서대문구
104,DMC금호리첸시아,2024,개인,,,"97,000",22,4,2025,중개거래,서울 서대문구,59.9772,3,396,N,25.04.22,11410,개인,남가좌동,서울특별시 서대문구
116,홍은동벽산,1997,개인,,,"71,000",17,4,2025,중개거래,서울 서대문구,84.78,9,455,N,25.07.17,11410,개인,홍은동,서울특별시 서대문구
105,DMC래미안e편한세상,2012,개인,,,"106,500",12,4,2025,중개거래,서울 서대문구,59.97,14,481,N,25.06.11,11410,개인,북가좌동,서울특별시 서대문구
,독립문극동(200-0),1998,개인,,,"93,000",12,4,2025,중개거래,서울 서대문구,59.58,11,200,N,,11410,개인,현저동,서울특별시 서대문구
107,독립문삼호,1995,개인,,,"98,000",6,4,2025,중개거래,서울 서대문구,84.78,3,100,N,25.06.30,11410,개인,영천동,서울특별시 서대문구
,문영센스빌,2002,개인,,,"111,700",12,4,2025,중개거래,서울 서대문구,79.8,5,1-46,N,25.07.04,11410,개인,북아현동,서울특별시 서대문구
212,DMC래미안e편한세상,2012,개인,,,"174,000",17,4,2025,중개거래,"경기 고양시 덕양구, 서울 서대문구",153.25,12,481,N,25.06.05,11410,개인,북가좌동,서울특별시 서대문구
102,천연뜨란채,2006,개인,,,"53,000",16,4,2025,중개거래,서울 서대문구,30.17,4,145,N,25.06.20,11410,개인,천연동,서울특별시 서대문구
101동,디엠씨엘가,2017,개인,,,"14,700",9,4,2025,중개거래,서울 서대문구,13.03,7,387,N,25.04.25,11410,개인,남가좌동,서울특별시 서대문구
404,DMC파크뷰자이4단지,2015,개인,,,"108,500",13,4,2025,중개거래,서울 서대문구,59.981,9,385,N,25.10.24,11410,개인,남가좌동,서울특별시 서대문구
,서강1차(1동),1988,개인,,,"49,000",15,4,2025,중개거래,서울 서대문구,79.7,8,186-22,N,25.07.09,11410,개인,홍은동,서울특별시 서대문구
107,DMC센트럴아이파크,2018,개인,,,"120,000",5,4,2025,중개거래,서울 서대문구,84.9,16,388,N,25.06.27,11410,개인,남가좌동,서울특별시 서대문구
105,e편한세상홍제가든플라츠,2023,개인,,,"93,500",3,4,2025,중개거래,서울 서대문구,59.986,11,469,N,25.07.04,11410,개인,홍은동,서울특별시 서대문구
,창덕에버빌,1998,개인,,,"76,000",15,4,2025,중개거래,서울 서대문구,99.07,14,105-1,N,25.06.18,11410,개인,남가좌동,서울특별시 서대문구
102,독립문극동(200-0),1998,개인,,,"100,000",7,4,2025,중개거래,서울 서대문구,59.58,8,200,N,25.07.31,11410,개인,현저동,서울특별시 서대문구
114,홍제역해링턴플레이스,2024,개인,,,"112,000",12,4,2025,중개거래,서울 서대문구,59.99,7,474,N,25.06.30,11410,개인,홍제동,서울특별시 서대문구
202동,북한산두산위브2차,2021,개인,,,"73,500",11,4,2025,중개거래,서울 서대문구,59.7501,4,468,N,25.06.30,11410,개인,홍은동,서울특별시 서대문구
,신원,2002,개인,,,"44,000",6,4,2025,중개거래,서울 서대문구,84.06,1,163-30,N,25.05.26,11410,개인,연희동,서울특별시 서대문구
101,월드컵현대,1998,개인,,,"88,000",11,4,2025,중개거래,서울 서대문구,84.93,10,371-1,N,25.07.18,11410,개인,북가좌동,서울특별시 서대문구
124,DMC파크뷰자이1단지,2015,개인,,,"163,500",6,4,2025,중개거래,서울 서대문구,121.614,7,385,N,25.07.31,11410,개인,남가좌동,서울특별시 서대문구
105,두산,1999,개인,,,"73,700",9,4,2025,중개거래,인천 계양구,59.96,2,1009,N,25.04.29,11410,개인,북아현동,서울특별시 서대문구
107,DMC에코자이,2019,개인,,,"121,000",1,4,2025,중개거래,서울 서대문구,84.978,11,389,N,25.06.30,11410,개인,남가좌동,서울특별시 서대문구
101,청구1차,1994,개인,,,"84,500",8,4,2025,중개거래,서울 서대문구,84.78,12,453,N,25.08.18,11410,개인,홍제동,서울특별시 서대문구
103,문화촌현대,2002,개인,,,"75,000",12,4,2025,중개거래,서울 서대문구,84.99,4,463,N,25.06.30,11410,개인,홍제동,서울특별시 서대문구
109,인왕산현대,2000,개인,,,"75,500",5,4,2025,중개거래,서울 서대문구,59.93,9,460,N,25.06.25,11410,개인,홍제동,서울특별시 서대문구
,홍연,1981,개인,,,"31,300",11,4,2025,중개거래,서울 서대문구,52.23,4,708-4,N,,11410,개인,연희동,서울특별시 서대문구
101,신일해피트리,2005,개인,,,"78,500",5,4,2025,중개거래,서울 서대문구,84.98,12,455,N,25.05.08,11410,개인,북가좌동,서울특별시 서대문구
102,인왕산벽산,2003,개인,,,"76,000",11,4,2025,중개거래,서울 서대문구,84.86,11,465,N,25.08.14,11410,개인,홍제동,서울특별시 서대문구
108,홍제한양,1993,개인,,,"70,000",5,4,2025,중개거래,서울 서대문구,60.06,8,82,N,25.05.20,11410,개인,홍제동,서울특별시 서대문구
401,e편한세상신촌4단지,2018,개인,,,"161,500",13,4,2025,중개거래,서울 마포구,59.9,26,1013,N,25.07.10,11410,개인,북아현동,서울특별시 서대문구
101,독립문극동(200-0),1998,개인,,,"98,700",5,4,2025,중개거래,서울 서대문구,84.87,1,200,N,25.04.28,11410,개인,현저동,서울특별시 서대문구
201동,북한산두산위브2차,2021,개인,,,"71,800",6,4,2025,중개거래,서울 서대문구,59.7501,6,468,N,25.06.16,11410,개인,홍은동,서울특별시 서대문구
101,신일해피트리,2005,개인,,,"77,500",3,4,2025,중개거래,서울 마포구,84.98,12,455,N,25.07.10,11410,개인,북가좌동,서울특별시 서대문구
124,DMC파크뷰자이1단지,2015,개인,,,"135,500",13,4,2025,중개거래,서울 서대문구,84.971,16,385,N,25.07.14,11410,개인,남가좌동,서울특별시 서대문구
,DMC파크뷰자이2단지,2015,개인,25.04.22,O,"114,000",13,4,2025,중개거래,서울 서대문구,59.981,2,385,N,,11410,개인,남가좌동,서울특별시 서대문구
104,홍제원현대(459-0),2000,개인,,,"73,000",12,4,2025,중개거래,서울 서대문구,59.93,3,459,N,25.07.25,11410,개인,홍제동,서울특별시 서대문구
302,DMC래미안e편한세상,2012,개인,,,"129,500",7,4,2025,중개거래,서울 서대문구,84.92,30,481,N,25.07.14,11410,개인,북가좌동,서울특별시 서대문구
101,성원,2001,개인,,,"63,000",12,4,2025,중개거래,서울 서대문구,59.61,4,740,N,25.06.30,11410,개인,연희동,서울특별시 서대문구
101,"현대(1,2차)",1988,개인,,,"64,400",12,4,2025,중개거래,서울 서대문구,59.96,10,202-5,N,25.08.28,11410,개인,홍은동,서울특별시 서대문구
104,두산,1999,개인,,,"92,100",3,4,2025,중개거래,서울 서대문구,59.96,17,1009,N,25.05.30,11410,개인,북아현동,서울특별시 서대문구
,성우아파트,2005,개인,,,"118,300",2,4,2025,중개거래,서울 서대문구,84.28,7,1-97,N,25.08.05,11410,개인,북아현동,서울특별시 서대문구
101,"현대(1,2차)",1988,개인,,,"65,300",11,4,2025,중개거래,서울 서대문구,59.96,15,202-5,N,25.08.18,11410,개인,홍은동,서울특별시 서대문구
101,풍림2,1990,개인,,,"59,000",10,4,2025,중개거래,서울 서대문구,58.5,4,453-2,N,25.07.30,11410,개인,홍은동,서울특별시 서대문구
102,인왕산벽산,2003,개인,,,"71,000",2,4,2025,중개거래,서울 서대문구,59.82,4,465,N,25.07.21,11410,개인,홍제동,서울특별시 서대문구
107,금호어울림,2016,개인,,,"88,000",4,4,2025,중개거래,서울 서대문구,84.7861,13,471,N,25.06.30,11410,개인,홍제동,서울특별시 서대문구
105,남가좌동현대,1999,개인,,,"83,700",1,4,2025,중개거래,서울 서대문구,84.78,6,376,N,25.06.13,11410,개인,남가좌동,서울특별시 서대문구
104,홍제한양,1993,개인,,,"69,000",5,4,2025,중개거래,서울 서대문구,60.06,7,82,N,25.07.15,11410,개인,홍제동,서울특별시 서대문구
101,서대문푸르지오센트럴파크,2022,개인,,,"88,000",11,4,2025,중개거래,서울 서대문구,55.25,5,478,N,25.09.30,11410,개인,홍제동,서울특별시 서대문구
109,홍은동벽산,1997,개인,,,"60,500",5,4,2025,중개거래,서울 서대문구,58.64,14,455,N,25.07.04,11410,개인,홍은동,서울특별시 서대문구
102,DMC아이파크,2009,개인,,,"115,800",9,4,2025,중개거래,서울 서대문구,114.94,8,458,N,25.07.24,11410,개인,북가좌동,서울특별시 서대문구
109,홍은동벽산,1997,개인,,,"60,500",6,4,2025,중개거래,서울 서대문구,58.64,8,455,N,25.07.15,11410,개인,홍은동,서울특별시 서대문구
106,두산,1999,개인,,,"87,000",1,4,2025,중개거래,서울 서대문구,59.96,13,1009,N,25.05.15,11410,개인,북아현동,서울특별시 서대문구
109,DMC파크뷰자이1단지,2015,개인,,,"130,000",3,4,2025,중개거래,서울 서대문구,84.968,5,385,N,25.06.16,11410,개인,남가좌동,서울특별시 서대문구
106,홍은동벽산,1997,개인,,,"72,000",8,4,2025,중개거래,서울 서대문구,84.96,6,455,N,25.07.04,11410,개인,홍은동,서울특별시 서대문구
2단지 201,홍은센트레빌,2009,개인,,,"70,000",5,4,2025,중개거래,서울 서대문구,59.96,5,461,N,25.06.04,11410,개인,홍은동,서울특별시 서대문구
205,e편한세상신촌2단지,2018,개인,,,"177,000",4,4,2025,중개거래,서울 서대문구,84.98,16,1013,N,25.08.12,11410,개인,북아현동,서울특별시 서대문구
116,홍은동벽산,1997,개인,,,"82,500",3,4,2025,중개거래,서울 서대문구,114.96,15,455,N,25.05.30,11410,개인,홍은동,서울특별시 서대문구
104,신촌럭키,1999,개인,,,"115,000",7,4,2025,중개거래,서울 서대문구,121.6,1,144,N,25.07.18,11410,개인,대현동,서울특별시 서대문구
,두산,1999,개인,25.04.08,O,"87,000",1,4,2025,중개거래,서울 서대문구,59.96,13,1009,N,,11410,개인,북아현동,서울특별시 서대문구
,동일,1997,개인,,,"60,000",3,4,2025,중개거래,서울 서대문구,84.98,9,457,N,25.07.28,11410,개인,홍은동,서울특별시 서대문구
129,DMC파크뷰자이1단지,2015,개인,,,"129,500",5,4,2025,중개거래,"서울 서대문구, 서울 성북구",84.971,25,385,N,25.06.13,11410,개인,남가좌동,서울특별시 서대문구
103,"현대(1,2차)",1988,개인,,,"76,600",5,4,2025,중개거래,서울 서대문구,84.77,6,202-5,N,25.06.27,11410,개인,홍은동,서울특별시 서대문구
104,e편한세상홍제가든플라츠,2023,개인,,,"93,000",5,4,2025,중개거래,서울 서대문구,59.991,4,469,N,25.06.19,11410,개인,홍은동,서울특별시 서대문구
106,남가좌동현대,1999,개인,,,"82,000",5,4,2025,중개거래,서울 서대문구,84.78,1,376,N,25.07.24,11410,개인,남가좌동,서울특별시 서대문구
104,e편한세상신촌1단지,2018,개인,,,"167,500",5,4,2025,중개거래,서울 서대문구,84.98,5,1013,N,25.06.04,11410,개인,북아현동,서울특별시 서대문구
103,DMC래미안클라시스,2000,개인,,,"91,000",4,4,2025,중개거래,서울 서대문구,84.95,13,377,N,25.07.31,11410,개인,남가좌동,서울특별시 서대문구
113,DMC래미안클라시스,2000,개인,,,"82,500",4,4,2025,중개거래,서울 서대문구,59.59,7,377,N,25.06.09,11410,개인,남가좌동,서울특별시 서대문구
112,DMC래미안클라시스,2000,개인,,,"94,000",4,4,2025,중개거래,서울 서대문구,84.9,9,377,N,25.07.17,11410,개인,남가좌동,서울특별시 서대문구
101,신일해피트리,2005,개인,,,"74,600",3,4,2025,중개거래,서울 은평구,84.98,7,455,N,25.04.14,11410,개인,북가좌동,서울특별시 서대문구
,제니스뷰아파트,2022,개인,,,"69,000",4,4,2025,중개거래,서울 서대문구,67.25,11,196-26,N,25.05.12,11410,개인,홍제동,서울특별시 서대문구
114,힐스테이트신촌,2020,개인,,,"124,000",3,4,2025,중개거래,"광주 북구, 서울 서대문구",59.8404,10,1017,N,25.07.03,11410,개인,북아현동,서울특별시 서대문구
