동,아파트,건축년도,매수자,해제사유발생일,해제여부,거래금액,일,월,년,거래유형,estateAgentSggNm,전용면적,층,지번,landLeaseholdGbn,등기일자,지역코드,매도자,법정동,시군구
108,홍제한양,1993,개인,,,"71,800",20,8,2024,중개거래,서울 서대문구,60.06,10,82,N,24.10.31,11410,개인,홍제동,서울특별시 서대문구
108,청구1차,1994,개인,,,"88,300",30,8,2024,중개거래,서울 서대문구,84.78,6,453,N,24.11.29,11410,개인,홍제동,서울특별시 서대문구
115,홍제역해링턴플레이스,2024,개인,,,"107,500",10,8,2024,중개거래,서울 서대문구,59.99,4,474,N,24.10.31,11410,개인,홍제동,서울특별시 서대문구
105,대우푸르지오,2002,개인,,,"81,000",31,8,2024,중개거래,서울 서대문구,59.584,12,739,N,24.11.15,11410,개인,연희동,서울특별시 서대문구
206,DMC래미안e편한세상,2012,개인,,,"119,000",24,8,2024,중개거래,서울 서대문구,84.92,3,481,N,24.12.06,11410,개인,북가좌동,서울특별시 서대문구
105,홍제삼성래미안,2001,개인,,,"89,700",21,8,2024,중개거래,서울 서대문구,84.33,10,461,N,24.12.30,11410,개인,홍제동,서울특별시 서대문구
106,천연뜨란채,2006,개인,,,"79,900",24,8,2024,중개거래,서울 서대문구,57.78,7,145,N,24.12.31,11410,개인,천연동,서울특별시 서대문구
101,홍제현대,1992,개인,,,"95,250",24,8,2024,중개거래,서울 서대문구,83.05,13,331,N,24.10.30,11410,개인,홍제동,서울특별시 서대문구
105,연희파크푸르지오,2018,개인,,,"100,800",23,8,2024,중개거래,서울 서대문구,84.8003,6,747,N,24.11.20,11410,개인,연희동,서울특별시 서대문구
107,남가좌동현대,1999,개인,,,"72,500",30,8,2024,중개거래,서울 서대문구,59.4,12,376,N,24.10.15,11410,개인,남가좌동,서울특별시 서대문구
102,연희파크푸르지오,2018,개인,,,"89,700",16,8,2024,중개거래,서울 서대문구,59.9835,9,747,N,24.10.31,11410,개인,연희동,서울특별시 서대문구
109,남가좌동현대,1999,개인,,,"71,000",28,8,2024,중개거래,서울 서대문구,59.4,8,376,N,24.10.18,11410,개인,남가좌동,서울특별시 서대문구
